Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Eenergy label,Position,Garden,Estimated neighbourhood price per m2
Mina Krusemanpark 130,Heemskerk,€ 385.000,132 m²,123 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.775
Berliozstraat 3,Alkmaar,€ 475.000,152 m²,140 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.020
Valeriaandonk 1,Spijkenisse,€ 275.000,130 m²,98 m²,1981,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.160
Crocussenstraat 13,Lisse,€ 373.000,148 m²,110 m²,1934,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In centrum en in woonwijk,Achtertuin,1.410
Haverkampsweg 7,Epe,€ 475.000,1.020 m²,115 m²,1924,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,Aan rustige weg en in centrum,Achtertuin en tuin rondom,545
Korfstraat 5,Kudelstaart,€ 425.000,138 m²,115 m²,2004,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.275
Halsterveld 1,Houten,€ 475.000,184 m²,122 m²,1986,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.340
't Slotje 24,Beek en Donk,€ 695.000,827 m²,206 m²,1972,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Tuin rondom,5.395
Greppelland 8,Nijkerk,€ 550.000,385 m²,137 m²,1990,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",2.575
De Bargies 65,Emmen,€ 385.000,696 m²,204 m²,1994,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.045
Beekseweg 8,Wehl,€ 300.000,296 m²,103 m²,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In centrum en in woonwijk,Achtertuin en voortuin,4.170
Heilige Stoel 5534,Wijchen,€ 295.000,188 m²,138 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.735
Koningsspil 7,Sint Pancras,€ 649.000,383 m²,173 m²,2008,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, buiten bebouwde kom, in woonwijk, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",6.035
Dongedal 31,Capelle aan den IJssel,€ 360.000,152 m²,119 m²,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,1.880
Diepenbeekstraat 57,Breda,€ 319.000,162 m²,86 m²,1988,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,4.260
Hoefslagstraat 1,Ootmarsum,€ 538.000,503 m²,167 m²,1990,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",735
Vossenlaan 1,Bergen (LI),€ 225.000,205 m²,98 m²,1983,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan bosrand, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",4.345
Krompbunderstraat 6,Stein,€ 325.000,353 m²,118 m²,1965,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.200
Hoveniersberg 14,Roosendaal,€ 299.500,167 m²,113 m²,1990,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Plat dak,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,In woonwijk,Voortuin en zijtuin,3.230
Vogelakker 24,Almere,€ 725.000,923 m²,123 m²,2019,Bestaande bouw,"Villa, vrijstaande woning",Mansarde dak bedekt met overig,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A++,"Aan rustige weg, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,1.665
Deldensestraat 35,Borne,€ 325.000,264 m²,112 m²,1911,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,Achtertuin en voortuin,2.925
Jonathan 31,Hardinxveld-Giessendam,€ 475.000,122 m²,115 m²,2015,Bestaande bouw,"Bungalow, vrijstaande woning",Lessenaardak bedekt met overig,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin,
van Rechterenlaan 22,Grave,€ 450.000,306 m²,143 m²,1977,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.050
Vincent van Goghstraat 4,Lisse,€ 479.000,220 m²,125 m²,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.820
Duin en Beeklaan 14,Bloemendaal,€ 4.700.000,1.419 m²,489 m²,2016,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met leisteen,11 kamers (5 slaapkamers),4 badkamers en 1 apart toilet,4 woonlagen,A,"Aan bosrand, aan park, aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht",Tuin rondom,685
Porta Toga 10,Houten,€ 485.000,96 m²,124 m²,2011,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,Aan rustige weg en in woonwijk,Achtertuin,1.115
van Aerschotstraat 13,Zevenbergen,€ 290.000,207 m²,95 m²,1960,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.880
Erasmussingel 50,Arnhem,€ 323.000,171 m²,111 m²,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,In woonwijk,Achtertuin en voortuin,4.545
Maalsteen 20,Borger,€ 395.000,369 m²,135 m²,2011,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen en een kelder,A,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",€ 2.613
Perzikkruid 38,Zevenbergen,€ 325.000,143 m²,116 m²,1996,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.625
Douzastraat 8,Noordwijk (ZH),€ 649.000,137 m²,127 m²,1961,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,,Achtertuin en voortuin,€ 4.481
Drechterland 15,Purmerend,€ 495.000,257 m²,95 m²,1989,Bestaande bouw,"Bungalow, halfvrijstaande woning (kwadrant woning)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Beschutte ligging, in woonwijk en vrij uitzicht",Tuin rondom,5.175
Barneveldseweg 16,Otterlo,€ 1.250.000,7.796 m²,225 m²,1974,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (7 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,C,"Buiten bebouwde kom, open ligging en vrij uitzicht",Tuin rondom,655
Oudewal 20,Warmenhuizen,€ 645.000,490 m²,161 m²,,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Beschutte ligging en in woonwijk,Voortuin en zijtuin,875
Veldbloemenweg 143,Zaandam,€ 375.000,164 m²,85 m²,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.225
Broenskuil 7,Herten,€ 825.000,501 m²,242 m²,2006,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,11 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.080
Balsemkruid 35,Rotterdam,€ 385.000,142 m²,129 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,25.730
Prof. Oudemansstraat 75,Delft,€ 345.000,141 m²,83 m²,1948,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.755
Johan Abersonstraat 48,Purmerend,€ 440.000,184 m²,120 m²,1990,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,7.205
Nieuwstad 64,Burgum,€ 269.000,970 m²,120 m²,1905,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Beschutte ligging en vrij uitzicht,Achtertuin,9.320
Wilsonstraat 40,Goes,€ 250.000,127 m²,107 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,6.510
Graaf Janstraat 2,Zuid-Beijerland,€ 325.000,234 m²,113 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin",2.885
Humperdinckstraat 59,Tilburg,€ 259.500,95 m²,122 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,11.855
Ambachtstraat 29,Wageningen,€ 425.000,120 m²,114 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.495
Witte Ring 65,Assendelft,€ 469.000,146 m²,130 m²,2014,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.455
De Weem 2,Westervoort,€ 549.500,479 m²,148 m²,,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,Aan rustige weg en beschutte ligging,"Achtertuin, tuin rondom, voortuin en zijtuin",5.935
Zwarte Ring 83,Assendelft,€ 450.000,116 m²,122 m²,2006,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,9.455
Selzerbeek 15,Zaandam,€ 399.000,122 m²,114 m²,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,6.190
Argostraat 22,Eindhoven,€ 325.000,157 m²,124 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.330
Rijksstraatweg 109,Heemskerk,€ 725.000,583 m²,122 m²,1935,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk en vrij uitzicht,Achtertuin en voortuin,310
Tak van Poortvlietstraat 2 a,Zutphen,€ 385.000,119 m²,127 m²,2015,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.225
Hillegommerdijk 355 a,Beinsdorp,€ 550.000,290 m²,125 m²,2008,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,B,Aan drukke weg en aan water,Achtertuin en voortuin,915
Glazenmaker 8,Oost West en Middelbeers,€ 550.000,310 m²,167 m²,1994,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.725
Mars 5,Schijndel,€ 549.000,284 m²,190 m²,1999,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,8 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,1.985
Bergmolen 47,Alphen aan den Rijn,€ 350.000,140 m²,110 m²,1988,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,,Achtertuin,2.220
Ridderhoflaan 91,Koudekerk aan den Rijn,€ 440.000,134 m²,148 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning (split-level woning)",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.780
Johannes Husslaan 11,Amstelveen,€ 500.000,144 m²,113 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,"Aan park, aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,2.155
Straatweide 2,Prinsenbeek,€ 825.000,608 m²,186 m²,2000,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,,Achtertuin en voortuin,11.035
Kooikersdreef 705,Apeldoorn,€ 359.500,175 m²,142 m²,1973,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.220
Janneke van der Plaatstraat 9,Zutphen,€ 250.000,173 m²,84 m²,1995,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.805
Landmetersveld 803,Apeldoorn,€ 325.000,212 m²,98 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.760
Moggendries 30,Eindhoven,€ 350.000,184 m²,108 m²,1974,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",3.990
Zeeweg 202,IJmuiden,€ 395.000,139 m²,104 m²,1923,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan drukke weg, in woonwijk en open ligging",Achtertuin en voortuin,745
Eikelaar 4,Geldrop,€ 365.000,185 m²,125 m²,1967,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,2.030
Boomstede 33,Maarssen,€ 409.000,147 m²,118 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.680
De Wildert 18,Berkel en Rodenrijs,€ 385.000,157 m²,109 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.950
Otellostraat 6,Spijkenisse,€ 325.000,106 m²,98 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.925
Ambrosiushof 47,Haarsteeg,€ 450.000,210 m²,126 m²,1997,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.255
Runde 40,Assen,€ 185.000,165 m²,70 m²,1962,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.455
Paukeslag 142,Etten-Leur,€ 275.000,166 m²,110 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,Achtertuin en voortuin,565
Herfststraat 3,Amsterdam,€ 350.000,144 m²,75 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,1.620
Sweelinckstraat 53,Numansdorp,€ 345.000,156 m²,115 m²,1977,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.665
Asserpark 4,Wageningen,€ 315.000,142 m²,70 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,In woonwijk,Achtertuin en voortuin,2.975
Bouvigne 15,Den Bosch,€ 389.000,141 m²,121 m²,1979,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.385
Loenerveld 62,Nieuw-Vennep,€ 760.000,304 m²,149 m²,2001,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,9.015
Meers 5,Geldrop,€ 385.000,287 m²,123 m²,1961,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,"Aan rustige weg, beschutte ligging en in bosrijke omgeving","Achtertuin, voortuin en zijtuin",3.190
Overslaggronden 15,Kampen,€ 525.000,284 m²,175 m²,2004,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,3.585
Bakemastraat 7,Amersfoort,€ 410.000,133 m²,116 m²,1990,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras",1.690
Van Oldenbarneveltstraat 46,Nijkerk,€ 350.000,171 m²,118 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning (hofjeswoning)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Beschutte ligging en in woonwijk,Achtertuin en voortuin,1.615
Lookhof 1,Angeren,€ 399.000,280 m²,142 m²,1985,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",2.275
Het Kasteel 216,Apeldoorn,€ 349.500,196 m²,119 m²,1995,Bestaande bouw,"Bungalow, hoekwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,6.095
Het Rinket 6,Meerstad,€ 575.000,368 m²,142 m²,2020,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",410
