Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Rigastraat 10,Lelystad,€ 400.000,148 m²,125 m²,2010,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A++,,Achtertuin en voortuin,1.825
Distelvlinderstraat 24,Aalsmeer,€ 825.000,273 m²,170 m²,2008,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak,7 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen en een vliering,A,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,7.710
Haarsteegsestraat 51,Haarsteeg,€ 1.500.000,18.500 m²,400 m²,1930,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,C,Vrij uitzicht,Tuin rondom,2.255
Tigrisstraat 59,Purmerend,€ 550.000,199 m²,150 m²,1998,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan water, in woonwijk en open ligging",Achtertuin en voortuin,4.165
Vinkenkade 4,Vinkeveen,€ 750.000,1.039 m²,149 m²,1938,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Beschutte ligging,Tuin rondom,1.670
Notarisappelgaard 11,Arnhem,€ 369.500,189 m²,107 m²,1993,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,720
Stedehof 3,Assen,€ 410.000,174 m²,119 m²,2008,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Lessenaardak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Patio/atrium,1.070
Bloemstraat 13,Leiden,€ 365.000,65 m²,78 m²,1925,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,F,In woonwijk,Plaats,6.355
Kethelweg 162,Vlaardingen,€ 399.000,185 m²,109 m²,1956,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.175
Langbroekerdijk A 2 A,Langbroek,€ 1.895.000,1.730 m²,200 m²,2018,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met riet,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,A++++,"Buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,690
Hattasingel 98,Rotterdam,€ 675.000,163 m²,140 m²,1996,Bestaande bouw,"Herenhuis, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,A,"Aan park, aan rustige weg, in woonwijk, open ligging en vrij uitzicht",Achtertuin en voortuin,9.825
Diemewei 4013,Wijchen,€ 475.000,194 m²,148 m²,1997,Bestaande bouw,"Eengezinswoning, hoekwoning",Lessenaardak bedekt met overig,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan park en in woonwijk,Achtertuin en voortuin,735
Wachtendonk 304,Uden,€ 285.000,114 m²,85 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin,4.020
Lindenlaan 6,Hoogeveen,€ 599.500,1.364 m²,167 m²,1968,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.825
Vuurdoornstraat 118,Opheusden,€ 475.000,349 m²,126 m²,1998,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin,5.640
Jetze Veldstraweg 52,Ouwsterhaule,€ 539.500,5.490 m²,181 m²,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,F,Landelijk gelegen en vrij uitzicht,Tuin rondom,355
Legmeerdijk 140,Amstelveen,€ 1.950.000,2.224 m²,190 m²,1989,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,,Tuin rondom,2.040
Dorpsstraat 1,Noord-Sleen,€ 1.095.000,15.720 m²,231 m²,1896,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen en riet,8 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,E,"Aan rustige weg, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom en zonneterras,455
Bolstraschans 8,Zoetermeer,€ 400.000,123 m²,121 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,5.270
Korfbalstraat 11,Fijnaart,€ 289.000,137 m²,119 m²,2006,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,4.785
Dorpsstraat 65,Hekelingen,€ 599.000,366 m²,167 m²,1906,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,In woonwijk,Achtertuin en voortuin,1.535
Sebastiaan van Noyestraat 38,Eindhoven,€ 369.000,149 m²,116 m²,1958,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.100
Bantamstraat 26,Haarlem,€ 530.000,120 m²,113 m²,1925,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.020
Sweelinckstraat 10,Haarlem,€ 750.000,110 m²,163 m²,2020,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,In woonwijk,Achtertuin,240
Van der Bildtstraat 32,Franeker,€ 195.000,126 m²,108 m²,1905,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"In centrum, in woonwijk en vrij uitzicht",Achtertuin en plaats,1.120
Papesteeg 6,Tiel,€ 410.000,245 m²,133 m²,1935,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,Aan drukke weg en in woonwijk,"Achtertuin, voortuin, zijtuin en zonneterras",930
Platteweg 18,Oldemarkt,€ 399.000,331 m²,127 m²,1990,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.370
Bleekstraat 13,Eindhoven,€ 600.000,90 m²,94 m²,1906,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan rustige weg, aan water en in centrum",Achtertuin,2.345
Jean Monnetstraat 9,Herten,€ 469.000,237 m²,142 m²,2006,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.370
Akkerstraat 36,Beneden-Leeuwen,€ 550.000,259 m²,160 m²,2016,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg,Achtertuin en voortuin,5.955
Tolhuis 16,Kollum,€ 569.000,792 m²,165 m²,1981,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk, landelijk gelegen, open ligging en vrij uitzicht",Achtertuin,5.360
Loostraat 53,Huissen,€ 1.350.000,2.690 m²,231 m²,1938,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",B,Aan drukke weg en aan park,Tuin rondom,6.105
Dr Huber Noodtstraat 117,Doetinchem,€ 489.000,893 m²,145 m²,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,F,Aan drukke weg en in centrum,Tuin rondom,710
Berkakker 30,Kaatsheuvel,€ 499.000,396 m²,139 m²,1990,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Aan rustige weg en vrij uitzicht,"Achtertuin, voortuin en zijtuin",1.350
Sumatra 73,Purmerend,€ 425.000,115 m²,124 m²,1998,Bestaande bouw,"Eengezinswoning, eindwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan drukke weg, aan park, beschutte ligging en in woonwijk",,4.165
Prins Mauritslaan 29,Apeldoorn,€ 945.000,690 m²,189 m²,1902,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,Aan rustige weg,Tuin rondom,2.435
Provincialeweg 97,Oosteind,€ 895.000,1.220 m²,308 m²,1877,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,Aan drukke weg,Achtertuin en voortuin,975
Pasteurstraat 14,Hengelo (OV),€ 519.000,785 m²,175 m²,1966,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.270
Jachtlaan 258,Apeldoorn,€ 650.000,470 m²,117 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,7 kamers (5 slaapkamers),3 badkamers,"4 woonlagen, een zolder en een kelder",E,In woonwijk,Achtertuin en voortuin,6.360
Korssendijk 3,Reeuwijk,€ 1.490.000,779 m²,139 m²,1934,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",C,"Aan rustige weg, aan vaarwater, landelijk gelegen en vrij uitzicht",Tuin rondom,345
Leenderweg 156,Eindhoven,€ 450.000,145 m²,164 m²,1929,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,F,Aan drukke weg,Plaats,1.820
Brekkerweg 1,Idsegahuizum,€ 1.450.000,6.530 m²,408 m²,1870,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen,9 kamers (8 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,C,"Aan vaarwater, aan water, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,
Kerkstraat 23,Zetten,€ 499.000,460 m²,165 m²,1948,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",E,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin",490
De Monding 39,Veenendaal,€ 495.000,172 m²,125 m²,2001,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,2.705
Oudelandseweg 37,Ouddorp,€ 595.000,917 m²,81 m²,1968,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Landelijk gelegen en vrij uitzicht,Tuin rondom,1.560
Zouavenlaan 139,Oudenbosch,€ 795.000,815 m²,189 m²,1975,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,In woonwijk en vrij uitzicht,Tuin rondom,1.755
Rosa Spierweg 2,Assen,€ 495.000,386 m²,151 m²,2003,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak,10 kamers (4 slaapkamers),2 badkamers en 3 aparte toiletten,4 woonlagen,A,,Voortuin en zijtuin,975
Stoeplaan 17,Wassenaar,€ 4.250.000,15.070 m²,513 m²,1918,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,17 kamers (7 slaapkamers),4 badkamers en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",C,"Aan bosrand, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,1.340
Hoofdweg 1,Smilde,€ 350.000,637 m²,167 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,"Aan drukke weg, aan vaarwater en in centrum",Achtertuin,3.685
Burgemeester van Engelenweg 28,IJsselmuiden,€ 295.000,150 m²,115 m²,1920,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In centrum,Achtertuin en voortuin,4.495
Donk 2,Vessem,€ 1.300.000,3.885 m²,216 m²,1975,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom,400
Esweg 4,Beilen,€ 275.000,457 m²,124 m²,1955,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,F,Aan drukke weg,"Achtertuin, voortuin en zijtuin",9.415
Duinweg 31,Wassenaar,€ 1.495.000,842 m²,200 m²,1950,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,2 woonlagen en een kelder,F,"Aan rustige weg, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",1.340
Bernhardweg 3,Oijen,€ 595.000,732 m²,177 m²,1890,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en zijtuin,845
Vondellaan 16,Baarn,€ 895.000,480 m²,168 m²,1989,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",580
Stationswei 26,Molkwerum,€ 1.095.000,15.482 m²,239 m²,1915,Bestaande bouw,"Landhuis, vrijstaande woning",Samengesteld dak bedekt met pannen en riet,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan vaarwater, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,135
De Stille Wille 218,Oost West en Middelbeers,€ 285.000,830 m²,72 m²,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met overig,3 kamers (2 slaapkamers),1 badkamer,1 woonlaag,D,"Aan bosrand, aan park, aan rustige weg, beschutte ligging, in bosrijke omgeving en landelijk gelegen","Achtertuin, voortuin, zijtuin en zonneterras",
Noordkade 153,Waddinxveen,€ 535.000,150 m²,145 m²,1950,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,F,"Aan vaarwater, aan water en vrij uitzicht",Achtertuin,610
Kopjeskampen 12,Laren (NH),€ 920.000,304 m²,128 m²,1937,Bestaande bouw,"Villa, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In centrum,"Achtertuin, voortuin en zijtuin",1.080
Ooisestraat 16,Echteld,€ 895.000,1.548 m²,359 m²,1948,Bestaande bouw,"Landhuis, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,E,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",540
Tielsestraat 56,Opheusden,€ 675.000,2.475 m²,147 m²,1956,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,Vrij uitzicht,Achtertuin,5.640
Rietveld 46,Mijdrecht,€ 829.000,275 m²,174 m²,2002,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,B,"Aan rustige weg, aan vaarwater, in woonwijk en vrij uitzicht",Achtertuin en voortuin,1.545
Wegastraat 7,Emmeloord,€ 265.000,239 m²,139 m²,1976,Bestaande bouw,"Eengezinswoning, verspringend",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.450
Ferdinand Huyckstraat 41,Hoogvliet Rotterdam,€ 325.000,152 m²,105 m²,1957,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan park, aan rustige weg en in woonwijk",Achtertuin en voortuin,12.855
Munnikenweg 97,Beverwijk,€ 329.000,168 m²,77 m²,1933,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.060
Eekhool 3,Hilvarenbeek,€ 795.000,990 m²,244 m²,1985,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,8.005
Leenderweg 280,Eindhoven,€ 595.000,230 m²,167 m²,1929,Bestaande bouw,"Herenhuis, hoekwoning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.820
Nieuwstraat 81,Almelo,€ 195.000,183 m²,95 m²,1957,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen,E,In woonwijk,Achtertuin,
Henri Dunantstraat 9,Oost-Souburg,€ 219.000,343 m²,92 m²,1970,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.710
Plevierstraat 46,Maassluis,€ 435.000,129 m²,146 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.705
J.W. van Puttestraat 14,Ameide,€ 825.000,553 m²,453 m²,1890,Bestaande bouw,"Herenhuis, geschakelde woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en beschutte ligging,"Achtertuin, voortuin en zijtuin",
Wijnruit 40,Oosterhout (NB),€ 889.000,713 m²,212 m²,1978,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin",1.865
Fluitenbergseweg 32,Fluitenberg,€ 1.100.000,13.195 m²,184 m²,1990,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met riet,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"In bosrijke omgeving, landelijk gelegen en vrij uitzicht",Tuin rondom,420
Strandweg 9,Vlissingen,€ 799.000,763 m²,207 m²,1932,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,In woonwijk,"Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras",1.115
Rode Baan 13,Prinsenbeek,€ 435.000,265 m²,105 m²,1968,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,,Achtertuin en voortuin,11.035
Grand Canal 24,Almelo,€ 450.000,295 m²,209 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,8 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.195
